name,address,postalCode,city,zone,latitude,longitude,hours,phone,email,googleMapsUrl,storeUrl
Supermercado Fresquinho XI,Rua 25 de Abril nº46,8200 - 647,Albufeira,Faro,37.091142,-8.191815,,,supermercfresquinho11.3703@amanhecer.pt,"https://www.google.com/maps?q=37.091142,-8.191815",
O Retornado,Rua Comércio nº15 A,2740 - 035,Oeiras,Lisboa,38.7223,-9.307,,,oretornado.3701@amanhecer.pt,"https://www.google.com/maps?q=38.7223,-9.3070",
Supermercado O Jardim,Largo da Republica nº20,7565 - 020,Santiago do Cacém,Setúbal,37.939666,-8.390986,,,supermercadoojardim.3699@amanhecer.pt,"https://www.google.com/maps?q=37.939666,-8.390986",
Supermercado Gaula,"Estrada Padre Alfredo Vieira Freitas nº0, r/c Edf. Gaula Business Center, lojas 3 e 4",9100 - 079,Santa Cruz,Ilha da Madeira,32.66893,-16.80428,,,supermercgaula.3698@amanhecer.pt,"https://www.google.com/maps?q=32.66893,-16.80428",
Frescos do Oeste II ( Caldas Da Rainha),"Rua Cardeal Alpedrinha nº66, R/C",2500 - 843,Caldas da Rainha,Leiria,39.4108,-9.1484,,,frescosdooeste2cr.3697@amanhecer.pt,"https://www.google.com/maps?q=39.4108,-9.1484",
Dona Chefa,Aldeia dos Pescadores nº0,2510 - 661,Óbidos,Leiria,39.42252,-9.229538,,,donachefa.3696@amanhecer.pt,"https://www.google.com/maps?q=39.422520,-9.229538",
Supermercado O Pastor da Serra,Avenida 1º de Maio nº33,6290 - 541,Gouveia,Guarda,40.495355,-7.592606,,,smercopastordaserra.3693@amanhecer.pt,"https://www.google.com/maps?q=40.495355,-7.592606",
Minimercado Piposa,"Rua da Piposa nº169, R/C Direito",4485 - 381,Vila do Conde,Porto,41.335966,-8.6798,,,minimercpiposa.3692@amanhecer.pt,"https://www.google.com/maps?q=41.335966,-8.679800",
Mercearia Lourenço I,"Rua  Combatentes do Ultramar nº21, Rch",7150 - 363,Borba,Évora,38.770978,-7.502053,,,mercearialourenco.3691@amanhecer.pt,"https://www.google.com/maps?q=38.770978,-7.502053",
Amanhecer Vendeiro - Amorim,Rua da Póvoa nº634,4495 - 121,Póvoa de Varzim,Porto,41.398212,-8.741011,,,,"https://www.google.com/maps?q=41.398212,-8.741011",
A Venda do Silvestre,"Estrada Manuel Francisco Coelho nº38, r/c",9400 - 045,Porto Santo,Ilha de Porto Santo,33.06956,-16.33905,,,avendadosilvestre.3681@amanhecer.pt,"https://www.google.com/maps?q=33.06956,-16.33905",
Supermercado Mini Extra,"Estrada Regional 120, Edf. Zarco Shopping loja 4 nº0, R/C loja 4 - Edifício Zarco Shopping",9000 - 242,Porto Santo,Ilha de Porto Santo,33.05069,-16.35093,,291 984267,supermercadominiextra.3679@amanhecer.pt,"https://www.google.com/maps?q=33.05069,-16.35093",
Minimercado Saco Cheio,Avenida Fernando Pessoa nº69,7005 - 152,Évora,Évora,38.59026,-7.90788,,,minimercadosacocheio.3678@amanhecer.pt,"https://www.google.com/maps?q=38.59026,-7.90788",
Super Pinta,Rua Comendador Francisco Firmino Ribeiro da Costa nº2,2070 - 597,Cartaxo,Santarém,39.1716,-8.826,,,superpinta.3677@amanhecer.pt,"https://www.google.com/maps?q=39.1716,-8.8260",
Supermercado Rei dos Preços II,Rua Ruy Faleiro nº44,6200 - 194,Covilhã,Castelo Branco,40.28157,-7.50406,,,supermreidosprecos2.3676@amanhecer.pt,"https://www.google.com/maps?q=40.28157,-7.50406",
Mini Mercado Cristiana,Rua da Liberdade nº120,4805 - 014,Guimarães,Braga,41.49697,-8.325012,,,minimercadocristiana.3675@amanhecer.pt,"https://www.google.com/maps?q=41.496970,-8.325012",
Mercearia da Praia,"Praça outeiro da Aroeira nº0, R/C Dr Lote B1",2525 - 431,Peniche,Leiria,39.3248,-9.3576,,,merceariadapraia.3672@amanhecer.pt,"https://www.google.com/maps?q=39.3248,-9.3576",
Mini Mercado Galvão,Rua João Maria Silva Marques nº10 A,2530 - 613,Lourinhã,Lisboa,39.28732,-9.21554,,,minimercadogalvao.3671@amanhecer.pt,"https://www.google.com/maps?q=39.28732,-9.21554",
Recanto Familiar,Rua José Ribeiro Vieira de Castro nº617,4820 - 273,Fafe,Braga,41.442037,-8.172181,,,recantofamiliar.3669@amanhecer.pt,"https://www.google.com/maps?q=41.442037,-8.172181",
A Loja da Aldeia,"Rua do Comércio nº62, R/C",2550 - 069,Cadaval,Lisboa,39.20685,-9.11107,,,alojadaaldeia.3667@amanhecer.pt,"https://www.google.com/maps?q=39.20685,-9.11107",
Super Morais,Rua Direita nº50,5470 - 234,Montalegre,Vila Real,41.82411,-7.791637,,loja.morais@sapo.pt,supermorais.3666@amanhecer.pt,"https://www.google.com/maps?q=41.82411,-7.791637",
Loja d' Aldeia,Rua da Taberna nº11 A,2230 - 008,Sardoal,Santarém,39.57274,-8.12289,,,lojadaldeia.3665@amanhecer.pt,"https://www.google.com/maps?q=39.57274,-8.12289",
Super Calhambeque,Rua João Francisco Gomes Benavente nº3,2065 - 231,Azambuja,Lisboa,39.2509,-8.9873,,,supercalhambeque.3664@amanhecer.pt,"https://www.google.com/maps?q=39.2509,-8.9873",
Supermercado Fresquinho III,Rua das  Parreiras nº2,8600 - 069,Lagos,Faro,37.155645,-8.734034,,,supermerfresquinhoiii.3659@amanhecer.pt,"https://www.google.com/maps?q=37.155645,-8.734034",
Supermercado Canário II,"Estrada Nacional 230 nº40, R/C B",6200 - 388,Covilhã,Castelo Branco,40.269872,-7.508099,,,supermercadocanario2.3658@amanhecer.pt,"https://www.google.com/maps?q=40.269872,-7.508099",
Bela Fonte Supermercados,Rua da Fonte nº2,3850 - 426,Albergaria-a-Velha,Aveiro,40.67774,-8.55745,,,belafontesupermerc.3656@amanhecer.pt,"https://www.google.com/maps?q=40.67774,-8.55745",
Supermercado Proença,Rua Mateus Fernandes nº16,6200 - 142,Covilhã,Castelo Branco,40.278474,-7.498061,,275331119,supermercadoproenca.3655@amanhecer.pt,"https://www.google.com/maps?q=40.278474,-7.498061",
Supermercado Lilak,Estrada Nacional 114 S/N nº0,2525 - 001,Peniche,Leiria,39.343377,-9.336375,,,supermercadolilak.3652@amanhecer.pt,"https://www.google.com/maps?q=39.343377,-9.336375",
Casa Sá,RUA PADRE AVELINO ALVES nº28,4740 - 011,Esposende,Braga,41.603628,-8.769248,,253871130,casasa.3646@amanhecer.pt,"https://www.google.com/maps?q=41.603628,-8.769248",
Supermercado Fresquinho IV,Rua Doutor Edmundo Curvelo nº2 B,7340 - 029,Arronches,Portalegre,39.122348,-7.286924,,,supermercfresquinho4.3644@amanhecer.pt,"https://www.google.com/maps?q=39.122348,-7.286924",
Supermercado Morro do Castelo,Loteamento do Prazo nº0 Lote 3 e 4,6430 - 115,Meda,Guarda,40.963526,-7.268378,,,smercmorrodocastelo.3643@amanhecer.pt,"https://www.google.com/maps?q=40.963526,-7.268378",
Minimercado Matias,Vale de Pegas - Paderne nº145 P,8200 - 505,Albufeira,Faro,37.16422,-8.228388,,,minimercadomatias.3641@amanhecer.pt,"https://www.google.com/maps?q=37.16422,-8.228388",
Super Fontes-Miguel Ribeiro,Travessa do Vale nº1,5030 - 136,Santa Marta de Penaguião,Vila Real,41.23036,-7.815918,,,sfontesmiguelribeiro.3639@amanhecer.pt,"https://www.google.com/maps?q=41.23036,-7.815918",
Atrium Saloio,Rua da Farmácia nº1,2665 - 015,Mafra,Lisboa,39.00639,-9.29059,,,atriumsaloio.3638@amanhecer.pt,"https://www.google.com/maps?q=39.00639,-9.29059",
Mercearia Sancrupan,1ª Travessa da Rua de São Sebastião nº35,9100 - 175,Santa Cruz,Ilha da Madeira,32.69092,-16.789,,291 523 833,merceariasancrupan.3637@amanhecer.pt,"https://www.google.com/maps?q=32.69092,-16.78900",
Mercado da Vila,Rua Vale do Muro nº2,3510 - 929,Viseu,Viseu,40.61028,-7.95402,,,mercadodavila.3636@amanhecer.pt,"https://www.google.com/maps?q=40.61028,-7.95402",
Minimercado Frutti Tutti,"Urbanização Quinta da Varela, Praça da Alegria nº109, R/C Dto",3025 - 554,Coimbra,Coimbra,40.22902,-8.52259,,,minimercfruttitutti.3635@amanhecer.pt,"https://www.google.com/maps?q=40.22902,-8.52259",
O Mercadinho da Aldeia (Sobral),Rua Principal nº45,2530 - 309,Lourinhã,Lisboa,39.24785,-9.26391,,,omercadinhodaaldeia.3634@amanhecer.pt,"https://www.google.com/maps?q=39.24785,-9.26391",
Supermercado Lolita,Rua de Teixe nº26,4905 - 426,Viana do Castelo,Viana do Castelo,41.643741,-8.710059,,,supermercadololita.3632@amanhecer.pt,"https://www.google.com/maps?q=41.643741,-8.710059",
Maciel Supermercados - Fragoso,Rua de Santa Isabel nº680,4905 - 106,Barcelos,Braga,41.615192,-8.717654,,258771700,supermercadofragoso.3631@amanhecer.pt,"https://www.google.com/maps?q=41.615192,-8.717654",
Supermercado O Cantinho D'Ana XII,Estrada Nacional 125 nº69,8600 - 250,Lagos,Faro,37.148313,-8.658304,,,ocantinhodaana12.3630@amanhecer.pt,"https://www.google.com/maps?q=37.148313,-8.658304",
Supermercado Durrães,Rua da Boucinha nº413,4905 - 069,Barcelos,Braga,41.640467,-8.668324,,258773260,supermercadodurraes.3629@amanhecer.pt,"https://www.google.com/maps?q=41.640467,-8.668324",
Supermercados Pena,"Avenida Carneiro Gusmão nº70, R/C",6400 - 337,Pinhel,Guarda,40.773037,-7.071201,,271413137,supermercadospena.3626@amanhecer.pt,"https://www.google.com/maps?q=40.773037,-7.071201",
Supermercado O Pilar,"Rua Encosta do Pilar nº3, r/c DZ",9000 - 776,Funchal,Ilha da Madeira,32.654556,-16.930998,,,supermercadoopilar.3625@amanhecer.pt,"https://www.google.com/maps?q=32.654556,-16.930998",
Supermercado Raquel,Estrada Nacional 103-13 nº34,5335 - 101,Vinhais,Bragança,41.73963,-7.161271,,,supermercadoraquel.3624@amanhecer.pt,"https://www.google.com/maps?q=41.73963,-7.161271",
Supermercado Martinho,Largo Paços do Concelho nº5,6090 - 588,Penamacor,Castelo Branco,40.167699,-7.17139,,,supermercadomartinho.3623@amanhecer.pt,"https://www.google.com/maps?q=40.167699,-7.171390",
Minimercado Bom dia,"EN 229 nº2, R/C Esq.",3560 - 125,Sátão,Viseu,40.692116,-7.74713,,,minimercadobomdia.3622@amanhecer.pt,"https://www.google.com/maps?q=40.692116,-7.747130",
O Cantinho da Fátima,Rua Doutor António Silva Lino nº2 R/C,6230 - 022,Fundão,Castelo Branco,40.199564,-7.519626,,275776065,ocantinhodafatima.3620@amanhecer.pt,"https://www.google.com/maps?q=40.199564,-7.519626",
Mercearia Mindrica,Largo das Eiras nº12,2395 - 129,Alcanena,Santarém,39.51371,-8.68803,,,merceariamindrica.3618@amanhecer.pt,"https://www.google.com/maps?q=39.51371,-8.68803",
Super do Estreito,Rua João Augusto Ornelas nº33,9325 - 032,Câmara de Lobos,Ilha da Madeira,32.671396,-16.979838,,291935639,superestreito.3616@amanhecer.pt,"https://www.google.com/maps?q=32.671396,-16.979838",
Lojinha da Lenita,Av.  Primeiro de maio nº124,6200 - 526,Covilhã,Castelo Branco,40.210344,-7.526036,,275958309,lojinhadalenita.3615@amanhecer.pt,"https://www.google.com/maps?q=40.210344,-7.526036",
Mercearia D'Aldeia,Rua 25 de Abril nº29 A,2580 - 087,Alenquer,Lisboa,39.0948,-9.1132,,,merceariadaldeia.3612@amanhecer.pt,"https://www.google.com/maps?q=39.0948,-9.1132",
Mercado Família Rebelo,Rua Central nº294,3650 - 081,Vila Nova de Paiva,Viseu,40.89587,-7.745534,,232602137,mercadofamiliarebelo.3611@amanhecer.pt,"https://www.google.com/maps?q=40.89587,-7.745534",
Supermercado Fonte das Minas,"Rua da Fonte das Minas nº103, r/c",4570 - 326,Póvoa de Varzim,Porto,41.437721,-8.714847,,,supermerfontedasminas.3610@amanhecer.pt,"https://www.google.com/maps?q=41.437721,-8.714847",
Armazém - Sede Grupo Pão de Sal,Rua Armando Antunes da Silva nº10,7005 - 206,Évora,Évora,38.559354,-7.917569,,,armazemgrupopaodesal.3609@amanhecer.pt,"https://www.google.com/maps?q=38.559354,-7.917569",
Supermercado Barata Feio,Rua de São Pedro nº24,8550 - 445,Monchique,Faro,37.320486,-8.555131,,,supermercbaratafeio.3606@amanhecer.pt,"https://www.google.com/maps?q=37.320486,-8.555131",
Minimercado da Aldeia,Largo 1º de Maio nº8 A,7780 - 486,Castro Verde,Beja,37.637103,-7.987012,,,minimercadodaaldeia.3605@amanhecer.pt,"https://www.google.com/maps?q=37.637103,-7.987012",
Supermercado O Cantinho D'Ana XI,"Rua de Timor nº38, Cave A",8500 - 619,Portimão,Faro,37.131105,-8.540201,,,ocantinhodana11.3604@amanhecer.pt,"https://www.google.com/maps?q=37.131105,-8.540201",
Minimercado Eurolargo,Largo das Alminhas nº18,3090 - 716,Figueira da Foz,Coimbra,40.13014,-8.85491,,,minimercadoeurolargo.3602@amanhecer.pt,"https://www.google.com/maps?q=40.13014,-8.85491",
Super Pinhão,"R. António Manuel Saraiva , Pinhão nº33",5085 - 037,Alijó,Vila Real,41.191429,-7.552339,,938100192,superpinhao.3600@amanhecer.pt,"https://www.google.com/maps?q=41.191429,-7.552339",
A Pérola da Freiria,Rua Engenheiro João Augusto Marcos Silva nº6,2565 - 321,Torres Vedras,Lisboa,39.02415,-9.3201,,,aperoladafreiria.3598@amanhecer.pt,"https://www.google.com/maps?q=39.02415,-9.32010",
Minimercado David,Rua Engenheiro Manuel dos Santos Rosa nº337,3030 - 419,Coimbra,Coimbra,40.23639,-8.36338,,,minimercadodavid.3597@amanhecer.pt,"https://www.google.com/maps?q=40.23639,-8.36338",
Mercearia Ti Leonor III,Rua Visconde São Gião nº0,2350 - 132,Torres Novas,Santarém,39.49441,-8.553805,,,merceariatileonoriii.3596@amanhecer.pt,"https://www.google.com/maps?q=39.494410,-8.553805",
Mercearia Ti Leonor IV,Rua Diogo de Arruda nº2,2300 - 482,Tomar,Santarém,39.60366,-8.40328,,249 321 116,merceariatileonoriv.3595@amanhecer.pt,"https://www.google.com/maps?q=39.60366,-8.40328",
Minimercado Nanu,"Rua Professor Agostinho Fortes nº2, r/c A",7240 - 273,Mourão,Évora,38.386056,-7.339302,,,minimercadonanu.3593@amanhecer.pt,"https://www.google.com/maps?q=38.386056,-7.339302",
O Essencial,"Rua Padre Feliciano Oliveira nº3, R/C",2435 - 284,Ourém,Santarém,39.762281,-8.46289,,,oessencial.3591@amanhecer.pt,"https://www.google.com/maps?q=39.762281,-8.46289",
Amanhecer Izeda,"Rua central , nº 133 nº133",5300 - 592,Bragança,Bragança,41.56766,-6.72148,,oscaresmenio@gmail.c,izeda.3590@amanhecer.pt,"https://www.google.com/maps?q=41.56766,-6.72148",
Minimercado Mateus,Estrada Nacional N352 nº21,6005 - 270,Castelo Branco,Castelo Branco,40.036454,-7.562329,,272487226,minimercadomateus.3589@amanhecer.pt,"https://www.google.com/maps?q=40.036454,-7.562329",
Supermercado Cila,Praça José Albertino Cardoso nº13,4870 - 052,Ribeira de Pena,Vila Real,41.47211,-7.847241,,259479032,supermercadocila.3585@amanhecer.pt,"https://www.google.com/maps?q=41.472110,-7.847241",
Balcão Agrícola,Avenida Clube Desportivo Pataiense nº4 A e B,2445 - 201,Alcobaça,Leiria,39.7829,-8.9303,,,balcaoagricola.3583@amanhecer.pt,"https://www.google.com/maps?q=39.7829,-8.9303",
"Mercado ""O Misérias""",Rua Antero de Quental nº181,2870 - 254,Montijo,Setúbal,38.714083,-8.945348,,910041648,mercadoomiserias.3581@amanhecer.pt,"https://www.google.com/maps?q=38.714083,-8.945348",
Ucha Supermercados,Rua do Cruzeiro nº70,4750 - 769,Barcelos,Braga,41.577401,-8.518714,,,supermercadosucha.3580@amanhecer.pt,"https://www.google.com/maps?q=41.577401,-8.518714",
Supermercado Casal do Rei,R. Dom Afonso Henriques Nº134-A nº134 A,2500 - 739,Caldas da Rainha,Leiria,39.3622,-9.0016,,,supermerccasaldorei.3579@amanhecer.pt,"https://www.google.com/maps?q=39.3622,-9.0016",
Casa D'Irene,"Bairro de Santa Apolónia nº202, R/C Esq",3610 - 131,Tarouca,Viseu,41.027137,-7.773135,,,casadirene.3578@amanhecer.pt,"https://www.google.com/maps?q=41.027137,-7.773135",
Ponto Fresco,Rua do Comércio nº162,6270 - 133,Seia,Guarda,40.475734,-7.77867,,238978157,pontofresco.3577@amanhecer.pt,"https://www.google.com/maps?q=40.475734,-7.778670",
Minimercado Maria da Luz,"R. Inês de Castro nº5, R/Ch",3200 - 150,Lousã,Coimbra,40.11066,-8.25017,,239994600,mmercmariadaluz.3576@amanhecer.pt,"https://www.google.com/maps?q=40.11066,-8.25017",
Mercearia Central,Caminho João Fernandes Correia nº19,9270 - 130,Porto Moniz,Ilha da Madeira,32.822986,-17.104698,,,merceariacentral.3574@amanhecer.pt,"https://www.google.com/maps?q=32.822986,-17.104698",
Mercearia Boaventura,"Estrada Pedro Gomes de Galdo nº27, r/c A",9240 - 028,São Vicente,Ilha da Madeira,32.82072,-16.97347,,291103902,merceariaboaventura.3573@amanhecer.pt,"https://www.google.com/maps?q=32.82072,-16.97347",
Supermercado Líder,Rua Cesário Verde nº0 Lote A,8200 - 655,Albufeira,Faro,37.09147,-8.262126,,,supermercadolider.3572@amanhecer.pt,"https://www.google.com/maps?q=37.091470,-8.262126",
Nordesuper IV,Rua Joao Paulo II nº59,5360 - 303,Vila Flor,Bragança,41.17544,-7.055434,,,nordesuper4.rolo.3569@amanhecer.pt,"https://www.google.com/maps?q=41.175440,-7.055434",
Armazém Grupo O Cantinho D’Ana,"Zona Industrial do Pateiro, Ponte Charuto nº13 13/14",8400 - 651,Lagoa (Algarve),Faro,37.139694,-8.501615,,,armazemcantinhoana.3568@amanhecer.pt,"https://www.google.com/maps?q=37.139694,-8.501615",
Mercearia Cortesia da Horta,Rua Amália Rodrigues nº5,2770 - 206,Oeiras,Lisboa,38.705353,-9.286208,,965712088,merccortesiahorta.3566@amanhecer.pt,"https://www.google.com/maps?q=38.705353,-9.286208",
Farnel,Rua Cândido dos Reis nº6,5400 - 163,Chaves,Vila Real,41.741179,-7.470795,,flavicafes@sapo.pt,merceariafarnel.3564@amanhecer.pt,"https://www.google.com/maps?q=41.741179,-7.470795",
Supermercado Estrela Douro,Rua da Praça nº57,5130 - 072,São João da Pesqueira,Viseu,41.164576,-7.474137,,,supermercestreladouro.3563@amanhecer.pt,"https://www.google.com/maps?q=41.164576,-7.474137",
Frescos Supermercados II,Avenida Doutor Francisco Sá Carneiro nº368,5300 - 252,Bragança,Bragança,41.794896,-6.770772,,superfrescos@LIVE.CO,frescossupermercados2.3561@amanhecer.pt,"https://www.google.com/maps?q=41.794896,-6.770772",
Super de Benfica,Rua João Ortigão Ramos nº21,1500 - 363,Lisboa,Lisboa,38.7562,-9.2032,,,superdebenfica.3560@amanhecer.pt,"https://www.google.com/maps?q=38.7562,-9.2032",
Minimercado Beta,Rua Principal nº8 A,2530 - 761,Lourinhã,Lisboa,39.21283,-9.29326,,,minimercadobeta.3557@amanhecer.pt,"https://www.google.com/maps?q=39.21283,-9.29326",
Supermercado Lisboa,Estrada da Luz nº226 A,1600 - 157,Lisboa,Lisboa,38.759838,-9.181527,,,supermercadolisboa.3556@amanhecer.pt,"https://www.google.com/maps?q=38.759838,-9.181527",
Mercearia da Maria,"Rua do Bocinho nº4, R/C",2260 - 216,Vila Nova da Barquinha,Santarém,39.466446,-8.354868,,,merceariamaria.3550@amanhecer.pt,"https://www.google.com/maps?q=39.466446,-8.354868",
Loja dos Frescos,Rua da Lagoa nº90,2125 - 142,Salvaterra de Magos,Santarém,39.237104,-8.6774,,263595123,lojasdosfrescos.3549@amanhecer.pt,"https://www.google.com/maps?q=39.237104,-8.677400",
Mercearia Glória,Rua Diogo do Couto nº7 A,2795 - 069,Oeiras,Lisboa,38.7139,-9.2385,,,merceariagloria.3548@amanhecer.pt,"https://www.google.com/maps?q=38.7139,-9.2385",
Supermercado Fresquinho II,Avenida Teófilo Trindade nº16,7630 - 124,Odemira,Beja,37.596125,-8.643077,,,supermercfresquinho2.3546@amanhecer.pt,"https://www.google.com/maps?q=37.596125,-8.643077",
Primavera na Horta,Largo Palmira Bastos nº1,2580 - 370,Alenquer,Lisboa,39.0528,-9.0084,,,primaveranahorta.3544@amanhecer.pt,"https://www.google.com/maps?q=39.0528,-9.0084",
Mercearia do Salgueiro,Rua de Aviz nº101,7000 - 591,Évora,Évora,38.575456,-7.910127,,266 708 459,merceariadosalgueiro.3543@amanhecer.pt,"https://www.google.com/maps?q=38.575456,-7.910127",
Miminhos da Natureza,Rua 25 de abril nº2,6230 - 453,Fundão,Castelo Branco,40.137922,-7.499067,,,miminhosdanatureza.3542@amanhecer.pt,"https://www.google.com/maps?q=40.137922,-7.499067",
Miminhos da Natureza II,"Avenida da Anil nº0, Lote 17 R/C - Loja 1",6200 - 505,Covilhã,Castelo Branco,40.272249,-7.49747,,,miminhosdanatureza2.3541@amanhecer.pt,"https://www.google.com/maps?q=40.272249,-7.497470",
Mercearia da Bela,"Rua 25 de Abril, Edifício Vouga 2 nº1, R/Ch",3750 - 778,Águeda,Aveiro,40.61127,-8.46208,,,merceariadabela.3538@amanhecer.pt,"https://www.google.com/maps?q=40.61127,-8.46208",
Pão de Sal - Hospital,"Largo Sr. da Pobreza nº6, R/C A",7000 - 505,Évora,Évora,38.568046,-7.903039,,,paodesalhospital.3537@amanhecer.pt,"https://www.google.com/maps?q=38.568046,-7.903039",
Mercado da Maria,"Miguel Torga nº20, R/C B",2860 - 558,Moita,Setúbal,38.64169,-8.95998,,,mercadodamaria.3536@amanhecer.pt,"https://www.google.com/maps?q=38.64169,-8.95998",
Mercearia Ti Leonor II,Rua Mousinho de Albuquerque nº9,7400 - 275,Ponte de Sor,Portalegre,39.245633,-8.010863,,,merceariatileonor2.3534@amanhecer.pt,"https://www.google.com/maps?q=39.245633,-8.010863",
Minimercado Narcisox,Rua da Estrada Real nº55,2305 - 429,Tomar,Santarém,39.647131,-9.829144,,,minimercadonarcisox.3533@amanhecer.pt,"https://www.google.com/maps?q=39.647131,-9.829144",
Mercearia da Lucinda Lousa,Rua da Paz nº28 A,2670 - 763,Loures,Lisboa,38.889275,-9.20779,,,mercearialucindalousa.3532@amanhecer.pt,"https://www.google.com/maps?q=38.889275,-9.207790",
Frescos Supermercados I,"Avenida do Sabor nº82, R/C",5300 - 367,Bragança,Bragança,41.81179,-6.745072,,,frescossupermercados.3531@amanhecer.pt,"https://www.google.com/maps?q=41.811790,-6.745072",
Supermercado Império das Carnes II,Avenida Zona Industrial nº0,3400 - 060,Oliveira do Hospital,Coimbra,40.360477,-7.850978,,238609532,imperiodascarnes2.3530@amanhecer.pt,"https://www.google.com/maps?q=40.360477,-7.850978",
Supermercado Vera,"Rua do Jardim nº43, R/C",5445 - 176,Valpaços,Vila Real,41.565085,-7.428364,,278789033,supermercadovera.3529@amanhecer.pt,"https://www.google.com/maps?q=41.565085,-7.428364",
Mercadinho de Belas,Avenida Padre Alberto Neto nº5,2605 - 289,Sintra,Lisboa,38.77742,-9.25938,,,mercadinhodebelas.3527@amanhecer.pt,"https://www.google.com/maps?q=38.77742,-9.25938",
Mercearia da Pip's,Rua António de Carvalho nº264,4450 - 613,Matosinhos,Porto,41.196352,-8.703634,,221 111 017,merceariadapips.3524@amanhecer.pt,"https://www.google.com/maps?q=41.196352,-8.703634",
Mercearia 4 Bicas,Praça da Républica nº11,6270 - 496,Seia,Guarda,40.419705,-7.7021,,238311523,mercearia4bicas.3523@amanhecer.pt,"https://www.google.com/maps?q=40.419705,-7.702100",
Nordesuper lll,Largo Nossa Senhora Fátima nº27,5150 - 589,Vila Nova de Foz Côa,Guarda,41.080419,-7.145466,,279764088,nordesuper3.rolo.3521@amanhecer.pt,"https://www.google.com/maps?q=41.080419,-7.145466",
Loja Tradicional,Largo 11 Julho nº0,6215 - 601,Covilhã,Castelo Branco,40.259108,-7.623619,,,lojatradicional.3520@amanhecer.pt,"https://www.google.com/maps?q=40.259108,-7.623619",
Minimercado Nuno,Rua José Vaz Albino Rosa nº3,8950 - 040,Castro Marim,Faro,37.285107,-7.465033,,,minimercadonuno.3519@amanhecer.pt,"https://www.google.com/maps?q=37.285107,-7.465033",
Supermercados Império das Carnes,Alameda Pêro da Covilhã nº13,6200 - 328,Covilhã,Castelo Branco,40.265628,-7.503614,,275035281,smercimperiodascarnes.3517@amanhecer.pt,"https://www.google.com/maps?q=40.265628,-7.503614",
Supermercado Flor do Vale,"Estrada Regional 104 nº0, r/c Edf. Hipólito C",9350 - 203,Ribeira Brava,Ilha da Madeira,32.678991,-17.060114,,291952159,supermercflordovale.3516@amanhecer.pt,"https://www.google.com/maps?q=32.678991,-17.060114",
Amanhecer de Castelo de Vide,Praça Dom Pedro V nº8,7320 - 113,Castelo de Vide,Portalegre,39.41514,-7.455858,,,castelodevide.3515@amanhecer.pt,"https://www.google.com/maps?q=39.415140,-7.455858",
Mercearia da Eira,Rua  Bombeiros Voluntários de Castelo de Vide Bairro da Eira nº1 bloco 3,7320 - 147,Castelo de Vide,Portalegre,39.414307,-7.457493,,,merceariadaeira.3514@amanhecer.pt,"https://www.google.com/maps?q=39.414307,-7.457493",
A Mercearia da Vila - Belas,Avenida General Humberto Delgado nº4 B,2605 - 029,Sintra,Lisboa,38.77548,-9.25994,,,mercdavilabelas.3510@amanhecer.pt,"https://www.google.com/maps?q=38.77548,-9.25994",
Amanhecer na Mina,Rua 25 de Abril nº111,7750 - 130,Mértola,Beja,37.67207,-7.49906,,,namina.3506@amanhecer.pt,"https://www.google.com/maps?q=37.67207,-7.49906",
A Loja da Sara,Rua de Santa Catarina nº16,6060 - 224,Idanha-a-Nova,Castelo Branco,39.833144,-7.263259,,,alojadasara.3504@amanhecer.pt,"https://www.google.com/maps?q=39.833144,-7.263259",
Pão de Sal - Monte Trigo,Rua da Igreja nº4,7220 - 224,Portel,Évora,38.267101,-7.801308,,,paodesalmontetrigo.3503@amanhecer.pt,"https://www.google.com/maps?q=38.267101,-7.801308",
O Super da Praça,Rua Dona Margarida Chaves nº75,5000 - 597,Vila Real,Vila Real,41.29904,-7.745414,,,osuperdapraca.3500@amanhecer.pt,"https://www.google.com/maps?q=41.29904,-7.745414",
Pão de Sal - Torregela,"Rua Sá da Bandeira nº17, R/C",7005 - 599,Évora,Évora,38.564336,-7.92439,,,paodesaltorregela.3498@amanhecer.pt,"https://www.google.com/maps?q=38.564336,-7.924390",
Supermercado O Cantinho D'Ana X,Rua Engenheiro Francisco Bívar nº0 Edf. Cruzeiro,8500 - 809,Portimão,Faro,37.119979,-8.538646,,,ocantinhodana10.3497@amanhecer.pt,"https://www.google.com/maps?q=37.119979,-8.538646",
Mini Praça Salúquia,Rua da República nº13,7860 - 243,Moura,Beja,38.141498,-7.450598,,,minipracasaluquia.3496@amanhecer.pt,"https://www.google.com/maps?q=38.141498,-7.450598",
Mini Frescos,"Rua José Adelino dos Santos nº31, R/C",7050 - 127,Montemor-o-Novo,Évora,38.647387,-8.219509,,266896031,minifrescos.3495@amanhecer.pt,"https://www.google.com/maps?q=38.647387,-8.219509",
Mercearia da Bicuda,Rua dos Faisões nº0 81 02,2750 - 689,Cascais,Lisboa,38.7058,-9.4527,,,merceariadabicuda.3494@amanhecer.pt,"https://www.google.com/maps?q=38.7058,-9.4527",
O Cantinho da Sandra,Praça Dr. Delfim Pinheiro nº29,3130 - 022,Soure,Coimbra,40.007769,-8.524312,,236 912 106,ocantinhodasandra.3493@amanhecer.pt,"https://www.google.com/maps?q=40.007769,-8.524312",
